anchor_id,distance,x,y,z
4,4.86859,1.3936938550638702,-1.8042905533345408,0.09462354018843275
4,4.73257,1.2801983317488599,-1.8224982269374692,0.31504152069865665
4,4.779474,1.4004184208325205,-1.7725825850314274,0.5618155578503832
4,5.154702,1.4676259476789164,-1.7420925389685857,0.7733133446867363
4,5.379839,1.394795573951981,-1.9210739012976301,0.8377029596360857
4,5.534621,1.3022000775978058,-2.196317420513099,0.8808917326377383
4,5.65657,1.2115686282151568,-2.4527121646243324,0.9037380984121289
4,5.694093,1.068548538669782,-2.687428175009895,0.9278613356794847
4,5.980205,0.9304646771370423,-2.807369382345963,0.9483165890258379
4,5.539311,0.643960567668875,-2.8333463956975957,0.9293531144707868
4,5.877017,0.30313797418041283,-2.8098133030920143,0.9394912970061676
4,5.966134,0.1256394375972392,-2.7719548885565954,0.9207060350275316
4,5.769139,0.03720506399220923,-2.618234539023449,0.927397650386003
4,5.595596,0.058330685214634075,-2.324117102972332,0.9688187309980083
4,5.52055,0.08808939768141356,-2.33475339997386,1.1781582839611067
4,5.26258,0.1506842254170339,-2.131024434292759,1.3202595019734886
4,5.187535,0.1649502992647567,-1.982622776188083,1.4779506821623538
4,4.938946,0.2861093884403686,-1.8235743239252309,1.6168051844608957
4,4.741951,0.36996856203420425,-1.6749059416478234,1.7298030960383208
4,4.540266,0.5030936270863703,-1.4977807890752357,1.8146283446299567
4,4.319818,0.6646150836922342,-1.3585476768433546,1.9029359965091501
4,4.136895,0.8434449008683408,-1.2479749208575843,1.9414991727924782
4,3.921138,1.0126489067501354,-1.1034886776158195,1.970576045892888
4,3.897686,1.202861733198488,-0.98205176981908,1.9794232247214467
4,3.592813,1.3029209300361007,-0.9241518715339956,1.968392903943692
4,3.592813,1.41452912322028,-0.8497376063253055,1.9422805828493557
4,3.184752,1.5075049347344978,-0.66404161025805,1.8603678261268943
4,3.180062,1.5030920757220128,-0.5631965434194292,1.7683594154317894
4,3.165991,1.493742062591619,-0.48464682737155473,1.6813605433365262
4,3.114397,1.4856438378436916,-0.4247564119022344,1.5978893964370056
4,3.15661,1.4899279176350442,-0.3837511362337239,1.4738250193818883
4,3.029971,1.481835702991351,-0.34002109757068966,1.3693602663394597
