x,y,z
1.4436936936936937,-0.9297297297297296,1.0
1.5419030895563,-0.8047070958230241,1.121343543607939
1.6394177203004914,-0.6834218107109636,1.2469651038836744
1.758430622372107,-0.5773904117698474,1.3677677180072187
1.8973969255570635,-0.48671222239600376,1.4794182108453073
2.0543299518221714,-0.41140867377786045,1.5779139002575346
2.226850872647597,-0.35100429716278314,1.6590794296606697
2.412262438931915,-0.30286408258343794,1.7165691750788796
2.606065724769142,-0.25673946389900804,1.734255496061775
2.7838720468719917,-0.1893633891953878,1.6722443972343077
2.9064945127166535,-0.1122151926125379,1.5343607991009958
2.982392484365461,-0.04957782343451321,1.3602457282942082
3.025719131465261,-0.010386997017291504,1.1689687543119105
3.0432623264865626,0.002135965360863218,0.9701336172718996
3.038575477261207,-0.002636347296687243,0.7702455023769981
3.0114774720507533,-0.04570079876478959,0.576825877898597
2.963007221224742,-0.11552002668068029,0.39578469419142925
2.8932929965671748,-0.2099981512039442,0.23387789733916334
2.802574867116632,-0.3257002986647083,0.09829311182853834
2.691584527993705,-0.45745896543240194,-0.0032982182787965886
2.562119341464483,-0.5978085724441857,-0.06280244744439173
1.6695443705059576,-1.2424460514697873,1.0
-1.25,2.8,1
1.25,-2.8,1
1.25,-2.8,0
