x,y,z
-0.15615907002620374,1.2854510200362819,1.0
-0.2298159499620713,1.4552681979106101,0.9242583989018458
-0.3027538665674419,1.626226051937523,0.8504107688262585
-0.3857216020958079,1.7976396757730286,0.7893065592750759
-0.4773534366247035,1.9693337850802632,0.7432116600988715
-0.5759862160291018,2.141002684779314,0.7149032920236791
-0.6793102348871352,2.3120841857513694,0.7074691039595145
-0.7838293871831217,2.481603087844677,0.7258834634761491
-0.884115323387692,2.647217892231195,0.7760279304449798
-0.9727168286351981,2.803905354568114,0.8631990977785245
-1.0425118079106221,2.943911206246867,0.987806570923798
-1.0905270480242557,3.060035215704669,1.143401400993034
-1.118341345644638,3.1486146360640417,1.3205455545422897
-1.1293584873893752,3.208926992696062,1.5109163564665038
-1.1267270421109206,3.2414462917869487,1.708237340354138
-1.1138602850155057,3.2476061680387533,1.9077279478684017
-1.1046786953271324,3.2395259233135647,2.107353617700654
-1.0717706833724825,3.1928494577148974,2.2990261778348815
-1.0300824593338298,3.1208885948831706,2.4809155018674276
-0.9803908217383825,3.024923352465617,2.6492051729730033
-0.923447084839715,2.9065101130951105,2.799988844402633
-1.1886124215054112,2.7150018143921075,1.0
-1.25,2.8,1
1.25,-2.8,1
1.25,-2.8,0
