[121],1.7183580016554572,3.006107727524623,10.381725462122201,6.312119457375675,1.9758381973667838,70.691451043623,208.27494722630635,0.2,1.02,0.37816402923414516,0.24797345514340416,0.5598501537948651,0.1,0.11532675536664204,0.2395506502360259,0.20900778340795234,0.020000000000000018,4.24001044711753
[93],1.7183580016554572,3.5337009258941756,10.276671483999,6.512711318922111,2.3091023344861386,29.609165950220127,149.4653161122874,0.2,1.02,0.38774195081151586,0.2893026323393749,0.5313436065948302,0.1,0.2711010172332817,0.2732816123779,0.02805491256348261,0.020000000000000018,2.3839834178933392
[93],1.7183580016554572,2.314510275758221,8.63474821650578,4.359891639488458,1.1572985874255435,39.43958018069607,186.071519753287,0.2,1.02,0.112558047653904,0.1717932416318129,0.4193206743373116,0.1,0.6394498798586631,0.6543535100987452,0.13741312647374648,0.020000000000000018,3.7805869499472484
[103],1.7183580016554572,2.501028794264274,10.045438966126866,6.360622580084567,2.729265719202734,44.437699186328196,183.32578318344656,0.2,1.02,0.06502215225929116,0.3583258508329985,0.47932462970819234,0.1,0.44609105924686704,0.47546034718305624,0.16329515793017416,0.020000000000000018,2.824941708758099
[101],1.7183580016554572,2.1116095238062305,9.542528126957341,4.496007740158093,1.5402689467308022,40.33954536734444,125.73092170876687,0.2,1.02,0.16477993042207253,0.17761335890052035,0.4187740012451067,0.1,0.22258174772375464,0.2526909753240019,0.11794106405503638,0.020000000000000018,4.3710512288828065
[86],1.7183580016554572,3.005064271769998,8.90276373136194,4.751314939277278,1.7776024730804767,44.27557183165805,160.847506946159,0.2,1.02,0.5069669568052777,0.2343491704232601,0.5463306114516876,0.1,0.3199328313432387,0.32597297563632593,0.059172326926524854,0.020000000000000018,1.9841880967850785
[134],1.7183580016554572,1.7545786539081538,10.097924329082383,4.820141103187266,1.3371168585335174,68.65157191001214,204.61504713534518,0.2,1.02,0.5252976067607749,0.2250749490311667,0.5629471288495377,0.1,0.1740663343241472,0.286732952646067,0.226972900118243,0.020000000000000018,2.3115774896509715
[129],1.7183580016554572,0.5295009687762015,7.156286846538798,2.8187146087977233,1.7739331982780566,81.63638379879212,223.43193435403447,0.2,1.02,0.20184066393879255,0.09078542645477684,0.34142263612802876,0.1,0.4371386372099113,0.4690615635597105,0.1689040031122468,0.020000000000000018,1.243244148180795
[108],1.7183580016554572,2.2261453849453208,12.347105957056298,7.404492690066593,2.804875962186211,71.09022807036517,168.3457482702516,0.2,1.02,0.4600161580662968,0.3712208927558787,0.6480841905343719,0.1,0.21823193204358607,0.41433739057478913,0.35163944185038315,0.020000000000000018,4.204875830446293
[124],1.7183580016554572,0.6147002063332259,6.265511410033848,3.4948800897271806,1.5149897929059055,40.49929830713035,226.95916799133843,0.2,1.02,0.10988391830352366,0.05590905456446933,0.33859257097450407,0.1,0.40402849292761456,0.4253940092594409,0.13160942221764288,0.020000000000000018,2.5569006484201795
