measurement_index,position_error,constant_bias_error,linear_bias_error,gdop,residual,condition_number
2,3.0471885402777423,0.02420583722848444,0.013199680920683576,inf,inf,inf
3,3.0471885402777423,0.02420583722848444,0.013199680920683576,inf,inf,inf
4,3.0471885402777423,0.02420583722848444,0.013199680920683576,inf,inf,inf
5,3.0471885402777423,0.02420583722848444,0.013199680920683576,inf,inf,inf
6,3.0471885402777423,0.02420583722848444,0.013199680920683576,inf,inf,inf
7,3.0471885402777423,0.02420583722848444,0.013199680920683576,inf,inf,inf
8,3.0471885402777423,0.02420583722848444,0.013199680920683576,inf,inf,inf
9,3.0471885402777423,0.02420583722848444,0.013199680920683576,inf,inf,inf
10,3.0471885402777423,0.02420583722848444,0.013199680920683576,inf,inf,inf
11,3.0471885402777423,0.02420583722848444,0.013199680920683576,inf,inf,inf
12,3.0471885402777423,0.02420583722848444,0.013199680920683576,inf,inf,inf
13,3.0471885402777423,0.02420583722848444,0.013199680920683576,inf,inf,inf
14,3.0471885402777423,0.02420583722848444,0.013199680920683576,inf,inf,inf
15,3.0471885402777423,0.02420583722848444,0.013199680920683576,inf,inf,inf
16,29.364637770309276,0.03434383782655771,0.013199680920683576,2431.8062508890816,1.9071858586638153,1218.2248886781201
17,18.60408098325734,0.03533535571554838,0.013199680920683576,716.693685304819,1.8256057401101284,1123.595003241498
18,3.799414794030489,0.03417101766813286,0.013199680920683576,716.693685304819,1.8256057401101284,1123.595003241498
19,0.22214922009549598,0.029435737832059574,0.013199680920683576,383.6707340566381,1.4596606771535985,839.7652620082418
20,0.47497635630055274,0.025554182812884067,0.013199680920683576,11.245881158713582,1.3715932024637347,776.7711224171135
21,0.5546781810886562,0.025299726058044484,0.013199680920683576,11.245881158713582,1.3715932024637347,776.7711224171135
22,1.8324534264822763,0.025553088917811675,0.013199680920683576,inf,inf,inf
23,1.0356163755980425,0.02489009632965652,0.013199680920683576,7.6602656237573115,0.7382025711467561,362.7095650581774
24,0.8407095010730973,0.02782055953804679,0.013199680920683576,7.407536808056023,0.8075296836704279,222.64706880758317
25,1.9507179615184704,0.026803196296408885,0.013199680920683576,7.407536808056023,0.8075296836704279,222.64706880758317
26,2.405113920072771,0.02383883079879263,0.013199680920683576,inf,inf,inf
27,3.589239811770731,0.024541996916612175,0.013199680920683576,15.660607960414486,0.5986750101398117,163.54699816226352
28,4.746064349371737,0.02467624553962986,0.013199680920683576,30.490386199340122,0.689044905913595,164.88034318327658
29,3.639437490054453,0.025036637894834984,0.013199680920683576,15.294084459715206,1.2347911544060441,124.70167489253981
30,0.9969473708209687,0.025925025066807095,0.013199680920683576,4.804738216314783,1.2256009855839098,127.16088464541332
31,0.6904693103429775,0.025633761770366498,0.013199680920683576,4.804738216314783,1.2256009855839098,127.16088464541332
32,0.24013061758214937,0.0252799112566395,0.013199680920683576,9.284762745718258,0.7770716776289277,172.99099786110963
33,0.28823911738484304,0.02478226967745027,0.013199680920683576,7.1274295857422,0.8009788291053291,178.00076364411063
34,0.2835959203387514,0.024828855676962865,0.013199680920683576,7.1274295857422,0.8009788291053291,178.00076364411063
35,0.2576459876001958,0.025025082640571555,0.013199680920683576,5.9293952546672735,0.9347893109037616,171.1686981753922
36,0.6713786342246727,0.024340383928419425,0.013199680920683576,5.9293952546672735,0.9347893109037616,171.1686981753922
37,1.2671933676677933,0.02326428504599148,0.013199680920683576,5.9293952546672735,0.9347893109037616,171.1686981753922
38,1.8129713882244147,0.022628291209391672,0.013199680920683576,4.536999325484132,0.8826680014008969,188.79686939320004
39,1.5565658805403295,0.022964717608183246,0.013199680920683576,3.9364917105751305,0.9902896507509532,181.237954969283
40,0.891279306972914,0.02476277468428586,0.013199680920683576,3.9364917105751305,0.9902896507509532,181.237954969283
41,0.908222855186441,0.024192525466787747,0.013199680920683576,3.9364917105751305,0.9902896507509532,181.237954969283
42,1.2678013506524688,0.02383681534810118,0.013199680920683576,3.9364917105751305,0.9902896507509532,181.237954969283
43,1.176247638594319,0.023896487644567907,0.013199680920683576,inf,inf,inf
44,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
45,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
46,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
47,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
48,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
49,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
50,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
51,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
52,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
53,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
54,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
55,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
56,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
57,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
58,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
59,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
60,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
61,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
62,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
63,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
64,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
65,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
66,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
67,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
68,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
69,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
70,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
71,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
72,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
73,1.1817161384098418,0.024035367377617002,0.013199680920683576,2.9989927183195504,0.742501778730512,184.77560713352742
