run,anchor_id,method,outlier_method,position_error,constant_bias_error,linear_bias_error,anchor_position,estimated_position,constant_bias,linear_bias,noise_variance,outlier_probability,num_measurements
1,1,SIMPLE_LINEAR,NONE,10.886886081207557,0.11286048256916567,0.0285214291922975,"[2.0, 3.0, 0.0]","[0.030709083126183145, -0.007990475564000121, -10.276097271280833]",0.11236203565420874,1.0285214291922975,0.146398788362281,0.11973169683940732,100
1,1,SIMPLE_LINEAR,IMMEDIATE,5.603250679406981,0.11236203565420874,4.75186774065406,"[2.0, 3.0, 0.0]","[-0.18027227467065418, 0.11142733929977705, -4.277730586237578]",0.11236203565420874,1.0285214291922975,0.146398788362281,0.11973169683940732,100
1,1,LINEAR_REWEIGHTED,NONE,10.886886081207557,0.11286048256916567,0.0285214291922975,"[2.0, 3.0, 0.0]","[0.030709083126183145, -0.007990475564000121, -10.276097271280833]",0.11236203565420874,1.0285214291922975,0.146398788362281,0.11973169683940732,100
1,1,LINEAR_REWEIGHTED,IMMEDIATE,5.423256880657912,0.11236203565420874,0.0285214291922975,"[2.0, 3.0, 0.0]","[-0.14414844122129278, 0.16456344950518703, -4.095685806275887]",0.11236203565420874,1.0285214291922975,0.146398788362281,0.11973169683940732,100
2,1,SIMPLE_LINEAR,NONE,10.89418729375633,0.04719260601651507,0.004679835610086114,"[2.0, 3.0, 0.0]","[0.029517099837747196, -0.00983663848796823, -10.28306361651164]",0.04680559213273095,1.0046798356100861,0.011616722433639893,0.17323522915498704,100
2,1,SIMPLE_LINEAR,IMMEDIATE,4.601473915586631,0.04680559213273095,0.8506095936646945,"[2.0, 3.0, 0.0]","[0.5632102011237033, 0.9983916820366301, -3.886227143532532]",0.04680559213273095,1.0046798356100861,0.011616722433639893,0.17323522915498704,100
2,1,LINEAR_REWEIGHTED,NONE,10.89418729375633,0.04719260601651507,0.004679835610086114,"[2.0, 3.0, 0.0]","[0.029517099837747196, -0.00983663848796823, -10.28306361651164]",0.04680559213273095,1.0046798356100861,0.011616722433639893,0.17323522915498704,100
2,1,LINEAR_REWEIGHTED,IMMEDIATE,6.171176238833392,0.04680559213273095,17.97580657337331,"[2.0, 3.0, 0.0]","[-0.12744859004220424, 0.12075487164862067, -5.026661532104001]",0.04680559213273095,1.0046798356100861,0.011616722433639893,0.17323522915498704,100
3,1,SIMPLE_LINEAR,NONE,10.889767885269539,0.18078647499733277,0.02124217733388134,"[2.0, 3.0, 0.0]","[0.030293918219513216, -0.008629164281472868, -10.278883844964867]",0.18033450352296262,1.0212421773338813,0.004116898859160489,0.19398197043239887,100
3,1,SIMPLE_LINEAR,IMMEDIATE,5.731109341368244,0.18033450352296262,4.619535822862929,"[2.0, 3.0, 0.0]","[-0.07413371069250278, 0.04773090769956084, -4.452829531829715]",0.18033450352296262,1.0212421773338813,0.004116898859160489,0.19398197043239887,100
