run,anchor_id,method,outlier_method,position_error,constant_bias_error,linear_bias_error,anchor_position,estimated_position,constant_bias,linear_bias,noise_variance,outlier_probability,num_measurements
1,1,SIMPLE_LINEAR,NONE,10.85968164194301,0.857352367763452,34.3513061413873,"[2.0, 3.0, 0.0]","[0.033095978752108124, -0.004574806785413443, -10.248731832084559]",0.11236203565420874,1.0285214291922975,0.146398788362281,0.11973169683940732,100
1,1,SIMPLE_LINEAR,IMMEDIATE,5.426179779015276,0.11236203565420874,2.754853050476884,"[2.0, 3.0, 0.0]","[0.04504800598620374, 0.1789574552331364, -4.202773923959156]",0.11236203565420874,1.0285214291922975,0.146398788362281,0.11973169683940732,100
1,1,LINEAR_REWEIGHTED,NONE,10.85968164194301,0.857352367763452,34.3513061413873,"[2.0, 3.0, 0.0]","[0.033095978752108124, -0.004574806785413443, -10.248731832084559]",0.11236203565420874,1.0285214291922975,0.146398788362281,0.11973169683940732,100
1,1,LINEAR_REWEIGHTED,IMMEDIATE,9.797776099822839,0.11236203565420874,0.0285214291922975,"[2.0, 3.0, 0.0]","[0.008803152233764591, 0.027208638490176514, -9.12107795913608]",0.11236203565420874,1.0285214291922975,0.146398788362281,0.11973169683940732,100
2,1,SIMPLE_LINEAR,NONE,10.886970742799425,0.047253936126149206,0.004679835610086114,"[2.0, 3.0, 0.0]","[0.030636950679209463, -0.008093275301234826, -10.276143049881512]",0.04680559213273095,1.0046798356100861,0.011616722433639893,0.17323522915498704,100
2,1,SIMPLE_LINEAR,IMMEDIATE,0.4538775870204816,0.04680559213273095,0.02244845031569498,"[2.0, 3.0, 0.0]","[1.8802406696315872, 2.751703140241596, -0.36057070904797534]",0.04680559213273095,1.0046798356100861,0.011616722433639893,0.17323522915498704,100
2,1,LINEAR_REWEIGHTED,NONE,10.886970742799425,0.047253936126149206,0.004679835610086114,"[2.0, 3.0, 0.0]","[0.030636950679209463, -0.008093275301234826, -10.276143049881512]",0.04680559213273095,1.0046798356100861,0.011616722433639893,0.17323522915498704,100
2,1,LINEAR_REWEIGHTED,IMMEDIATE,5.483904173049013,0.04680559213273095,11.971416713588443,"[2.0, 3.0, 0.0]","[-0.12202147625250925, 0.17835645635498967, -4.196255181243621]",0.04680559213273095,1.0046798356100861,0.011616722433639893,0.17323522915498704,100
3,1,SIMPLE_LINEAR,NONE,10.887326444740484,0.18083128161198686,0.02124217733388134,"[2.0, 3.0, 0.0]","[0.03063428606327534, -0.008098859697341254, -10.276517749189338]",0.18033450352296262,1.0212421773338813,0.004116898859160489,0.19398197043239887,100
3,1,SIMPLE_LINEAR,IMMEDIATE,6.307895158944082,0.18033450352296262,0.02124217733388134,"[2.0, 3.0, 0.0]","[-0.23605994125451368, -0.03397647117560518, -5.058118627286223]",0.18033450352296262,1.0212421773338813,0.004116898859160489,0.19398197043239887,100
3,1,LINEAR_REWEIGHTED,NONE,10.887326444740484,0.18083128161198686,0.02124217733388134,"[2.0, 3.0, 0.0]","[0.03063428606327534, -0.008098859697341254, -10.276517749189338]",0.18033450352296262,1.0212421773338813,0.004116898859160489,0.19398197043239887,100
3,1,LINEAR_REWEIGHTED,IMMEDIATE,5.251349390289674,0.18033450352296262,5.343836655208513,"[2.0, 3.0, 0.0]","[-0.18693616296648435, 0.2545179746871049, -3.9059325501970665]",0.18033450352296262,1.0212421773338813,0.004116898859160489,0.19398197043239887,100
4,1,SIMPLE_LINEAR,NONE,10.886159071611537,6.8196376073900735,119.19040455436267,"[2.0, 3.0, 0.0]","[0.030924139242557658, -0.007687792916385661, -10.275456862220494]",0.2497327922401265,1.0063701733203483,0.03636499344142013,0.03668090197068676,100
4,1,SIMPLE_LINEAR,IMMEDIATE,5.64428136240582,0.2497327922401265,0.006370173320348282,"[2.0, 3.0, 0.0]","[-0.2264138551293158, 0.3365079380157923, -4.450483510747684]",0.2497327922401265,1.0063701733203483,0.03636499344142013,0.03668090197068676,100
4,1,LINEAR_REWEIGHTED,NONE,10.886159071611537,6.8196376073900735,119.19040455436267,"[2.0, 3.0, 0.0]","[0.030924139242557658, -0.007687792916385661, -10.275456862220494]",0.2497327922401265,1.0063701733203483,0.03636499344142013,0.03668090197068676,100
4,1,LINEAR_REWEIGHTED,IMMEDIATE,6.031842710080569,0.2497327922401265,58.74440343925353,"[2.0, 3.0, 0.0]","[-0.1241247254222651, 0.1244474726578278, -4.858232013037041]",0.2497327922401265,1.0063701733203483,0.03636499344142013,0.03668090197068676,100
5,1,SIMPLE_LINEAR,NONE,10.891506056454256,0.09169195428057217,0.01574269294896724,"[2.0, 3.0, 0.0]","[0.029912964757222937, -0.009266302082380662, -10.280465824781459]",0.09127267288786131,1.0157426929489672,0.08638900372842316,0.058245828039608386,100
5,1,SIMPLE_LINEAR,IMMEDIATE,6.668611866153415,0.09127267288786131,0.01574269294896724,"[2.0, 3.0, 0.0]","[0.050870756613511765, -0.29742913234906365, -5.458776468322681]",0.09127267288786131,1.0157426929489672,0.08638900372842316,0.058245828039608386,100
5,1,LINEAR_REWEIGHTED,NONE,10.891506056454256,0.09169195428057217,0.01574269294896724,"[2.0, 3.0, 0.0]","[0.029912964757222937, -0.009266302082380662, -10.280465824781459]",0.09127267288786131,1.0157426929489672,0.08638900372842316,0.058245828039608386,100
5,1,LINEAR_REWEIGHTED,IMMEDIATE,6.677033378887336,0.09127267288786131,21.728871733175882,"[2.0, 3.0, 0.0]","[-0.07785330915363291, 0.13122139157594398, -5.659983185864025]",0.09127267288786131,1.0157426929489672,0.08638900372842316,0.058245828039608386,100
6,1,SIMPLE_LINEAR,NONE,10.882614557373115,1.4959342233946724,51.28135381686995,"[2.0, 3.0, 0.0]","[0.03155173448208615, -0.006751046035461172, -10.272096143314343]",0.18355586841671384,1.0041848158195612,0.058428929707043636,0.07327236865873835,100
6,1,SIMPLE_LINEAR,IMMEDIATE,5.643008761344084,0.18355586841671384,4.387693399591827,"[2.0, 3.0, 0.0]","[-0.20492411851608155, 0.27368149441616646, -4.421430189237789]",0.18355586841671384,1.0041848158195612,0.058428929707043636,0.07327236865873835,100
6,1,LINEAR_REWEIGHTED,NONE,10.882614557373115,1.4959342233946724,51.28135381686995,"[2.0, 3.0, 0.0]","[0.03155173448208615, -0.006751046035461172, -10.272096143314343]",0.18355586841671384,1.0041848158195612,0.058428929707043636,0.07327236865873835,100
6,1,LINEAR_REWEIGHTED,IMMEDIATE,5.890030331293862,0.18355586841671384,13.960303063746789,"[2.0, 3.0, 0.0]","[-0.11823182243399036, 0.14157818431257432, -4.694142730423933]",0.18355586841671384,1.0041848158195612,0.058428929707043636,0.07327236865873835,100
7,1,SIMPLE_LINEAR,NONE,10.895062130764956,0.13715376166858417,0.02355527884179054,"[2.0, 3.0, 0.0]","[0.029277831868000703, -0.010314116107366544, -10.28380483535284]",0.13682099526511077,1.0235552788417905,0.03993475643167195,0.10284688768272232,100
7,1,SIMPLE_LINEAR,IMMEDIATE,6.144465815535643,0.13682099526511077,0.02355527884179054,"[2.0, 3.0, 0.0]","[-0.2505948254093337, -0.224711055523062, -4.72128390361289]",0.13682099526511077,1.0235552788417905,0.03993475643167195,0.10284688768272232,100
7,1,LINEAR_REWEIGHTED,NONE,10.895062130764956,0.13715376166858417,0.02355527884179054,"[2.0, 3.0, 0.0]","[0.029277831868000703, -0.010314116107366544, -10.28380483535284]",0.13682099526511077,1.0235552788417905,0.03993475643167195,0.10284688768272232,100
7,1,LINEAR_REWEIGHTED,IMMEDIATE,5.296986289095223,0.13682099526511077,0.02355527884179054,"[2.0, 3.0, 0.0]","[-0.18002445696538943, 0.128086008427869, -3.880421000214766]",0.13682099526511077,1.0235552788417905,0.03993475643167195,0.10284688768272232,100
8,1,SIMPLE_LINEAR,NONE,10.879134308142135,1.8349994139345918,57.852439288912606,"[2.0, 3.0, 0.0]","[0.03148925457161056, -0.0067821304302739804, -10.268387894886587]",0.17772437065861274,1.0013935123816,0.12150897038028768,0.03410482473745831,100
8,1,SIMPLE_LINEAR,IMMEDIATE,5.289765448026372,0.17772437065861274,4.843661677832506,"[2.0, 3.0, 0.0]","[-0.22168030129184527, 0.10502165353632809, -3.8294719619670645]",0.17772437065861274,1.0013935123816,0.12150897038028768,0.03410482473745831,100
8,1,LINEAR_REWEIGHTED,NONE,10.879134308142135,1.8349994139345918,57.852439288912606,"[2.0, 3.0, 0.0]","[0.03148925457161056, -0.0067821304302739804, -10.268387894886587]",0.17772437065861274,1.0013935123816,0.12150897038028768,0.03410482473745831,100
8,1,LINEAR_REWEIGHTED,IMMEDIATE,9.976666643123291,0.17772437065861274,0.001393512381600015,"[2.0, 3.0, 0.0]","[0.015797817738902178, 0.023567133713555122, -9.313305879246592]",0.17772437065861274,1.0013935123816,0.12150897038028768,0.03410482473745831,100
