run,anchor_id,method,outlier_method,position_error,constant_bias_error,linear_bias_error,anchor_position,estimated_position,constant_bias,linear_bias,noise_variance,outlier_probability,num_measurements
1,1,SIMPLE_LINEAR,NONE,10.885655928484882,0.11284443836796229,0.0285214291922975,"[2.0, 3.0, 0.0]","[0.030685775527896197, -0.007982240955790587, -10.274791935447865]",0.11236203565420874,1.0285214291922975,0.146398788362281,0.11973169683940732,100
1,1,SIMPLE_LINEAR,IMMEDIATE,5.833019774056403,0.11236203565420874,2.969018173703371,"[2.0, 3.0, 0.0]","[0.07271995771141948, 0.35342897768602854, -4.82756389361934]",0.11236203565420874,1.0285214291922975,0.146398788362281,0.11973169683940732,100
1,1,LINEAR_REWEIGHTED,NONE,10.885655928484882,0.11284443836796229,0.0285214291922975,"[2.0, 3.0, 0.0]","[0.030685775527896197, -0.007982240955790587, -10.274791935447865]",0.11236203565420874,1.0285214291922975,0.146398788362281,0.11973169683940732,100
1,1,LINEAR_REWEIGHTED,IMMEDIATE,6.459685574993656,0.11236203565420874,119.49296175616814,"[2.0, 3.0, 0.0]","[-0.12588241807310815, 0.10021729466551242, -5.366509287623729]",0.11236203565420874,1.0285214291922975,0.146398788362281,0.11973169683940732,100
2,1,SIMPLE_LINEAR,NONE,10.88655083311385,0.8249511689054023,37.54230878771374,"[2.0, 3.0, 0.0]","[0.03214779698424053, -0.006070393253729378, -10.276579564225699]",0.04680559213273095,1.0046798356100861,0.011616722433639893,0.17323522915498704,100
2,1,SIMPLE_LINEAR,IMMEDIATE,6.084828721598901,0.04680559213273095,3.802735305590856,"[2.0, 3.0, 0.0]","[0.007260716389969544, 0.19533014374833652, -5.018760575698503]",0.04680559213273095,1.0046798356100861,0.011616722433639893,0.17323522915498704,100
2,1,LINEAR_REWEIGHTED,NONE,10.88655083311385,0.8249511689054023,37.54230878771374,"[2.0, 3.0, 0.0]","[0.03214779698424053, -0.006070393253729378, -10.276579564225699]",0.04680559213273095,1.0046798356100861,0.011616722433639893,0.17323522915498704,100
2,1,LINEAR_REWEIGHTED,IMMEDIATE,6.639561388546176,0.04680559213273095,23.184834667295217,"[2.0, 3.0, 0.0]","[-0.08263706814413148, 0.1292257547032574, -5.612936264309988]",0.04680559213273095,1.0046798356100861,0.011616722433639893,0.17323522915498704,100
3,1,SIMPLE_LINEAR,NONE,10.88619404760226,0.18082286174360926,0.02124217733388134,"[2.0, 3.0, 0.0]","[0.03063029339925194, -0.008130177844002162, -10.275308104087117]",0.18033450352296262,1.0212421773338813,0.004116898859160489,0.19398197043239887,100
3,1,SIMPLE_LINEAR,IMMEDIATE,6.049315611974006,0.18033450352296262,20.45703193993142,"[2.0, 3.0, 0.0]","[-0.09863411758857492, 0.15110410984280143, -4.906500425029135]",0.18033450352296262,1.0212421773338813,0.004116898859160489,0.19398197043239887,100
3,1,LINEAR_REWEIGHTED,NONE,10.88619404760226,0.18082286174360926,0.02124217733388134,"[2.0, 3.0, 0.0]","[0.03063029339925194, -0.008130177844002162, -10.275308104087117]",0.18033450352296262,1.0212421773338813,0.004116898859160489,0.19398197043239887,100
3,1,LINEAR_REWEIGHTED,IMMEDIATE,6.608606364681742,0.18033450352296262,14.36455759638301,"[2.0, 3.0, 0.0]","[-0.09279440706047792, 0.12351927144300741, -5.569537527598556]",0.18033450352296262,1.0212421773338813,0.004116898859160489,0.19398197043239887,100
4,1,SIMPLE_LINEAR,NONE,10.88043151938284,1.5067715844307488,48.20799801556252,"[2.0, 3.0, 0.0]","[0.031782143696652554, -0.00648447211007408, -10.269905532042117]",0.2497327922401265,1.0063701733203483,0.03636499344142013,0.03668090197068676,100
4,1,SIMPLE_LINEAR,IMMEDIATE,2.6053897175180114,0.2497327922401265,0.3901395050258616,"[2.0, 3.0, 0.0]","[1.2944124790651688, 1.8209158424207712, -2.213585864563492]",0.2497327922401265,1.0063701733203483,0.03636499344142013,0.03668090197068676,100
4,1,LINEAR_REWEIGHTED,NONE,10.88043151938284,1.5067715844307488,48.20799801556252,"[2.0, 3.0, 0.0]","[0.031782143696652554, -0.00648447211007408, -10.269905532042117]",0.2497327922401265,1.0063701733203483,0.03636499344142013,0.03668090197068676,100
4,1,LINEAR_REWEIGHTED,IMMEDIATE,6.7296017636338075,0.2497327922401265,0.006370173320348282,"[2.0, 3.0, 0.0]","[-0.10679955597185913, 0.09919857430156177, -5.695110764219247]",0.2497327922401265,1.0063701733203483,0.03636499344142013,0.03668090197068676,100
5,1,SIMPLE_LINEAR,NONE,10.891831427503185,0.4827367796930183,25.550229643373715,"[2.0, 3.0, 0.0]","[0.03365345766577832, -0.004400364776280696, -10.282949555877849]",0.09127267288786131,1.0157426929489672,0.08638900372842316,0.058245828039608386,100
5,1,SIMPLE_LINEAR,IMMEDIATE,6.221354487042143,0.09127267288786131,0.01574269294896724,"[2.0, 3.0, 0.0]","[-0.12220488853029719, 0.2987423729423053, -5.18697458031174]",0.09127267288786131,1.0157426929489672,0.08638900372842316,0.058245828039608386,100
5,1,LINEAR_REWEIGHTED,NONE,10.891831427503185,0.4827367796930183,25.550229643373715,"[2.0, 3.0, 0.0]","[0.03365345766577832, -0.004400364776280696, -10.282949555877849]",0.09127267288786131,1.0157426929489672,0.08638900372842316,0.058245828039608386,100
5,1,LINEAR_REWEIGHTED,IMMEDIATE,9.52813853830188,0.09127267288786131,317.3213483777472,"[2.0, 3.0, 0.0]","[-0.0017552552564949735, 0.029806390099501114, -8.829289315841493]",0.09127267288786131,1.0157426929489672,0.08638900372842316,0.058245828039608386,100
6,1,SIMPLE_LINEAR,NONE,10.884659822842854,6.515869526060842,116.1745125511095,"[2.0, 3.0, 0.0]","[0.03097788636694432, -0.007552434483919512, -10.27391842136501]",0.18355586841671384,1.0041848158195612,0.058428929707043636,0.07327236865873835,100
6,1,SIMPLE_LINEAR,IMMEDIATE,5.655980483375017,0.18355586841671384,4.5196082689947445,"[2.0, 3.0, 0.0]","[-0.12173363145771396, 0.2575601739042455, -4.468488046946556]",0.18355586841671384,1.0041848158195612,0.058428929707043636,0.07327236865873835,100
6,1,LINEAR_REWEIGHTED,NONE,10.884659822842854,6.515869526060842,116.1745125511095,"[2.0, 3.0, 0.0]","[0.03097788636694432, -0.007552434483919512, -10.27391842136501]",0.18355586841671384,1.0041848158195612,0.058428929707043636,0.07327236865873835,100
6,1,LINEAR_REWEIGHTED,IMMEDIATE,6.100531271410219,0.18355586841671384,0.004184815819561205,"[2.0, 3.0, 0.0]","[-0.13193692957476627, 0.11263955622912797, -4.932998721823935]",0.18355586841671384,1.0041848158195612,0.058428929707043636,0.07327236865873835,100
7,1,SIMPLE_LINEAR,NONE,10.886280044594649,0.1372433648155578,0.02355527884179054,"[2.0, 3.0, 0.0]","[0.03063943063173724, -0.008061311028669138, -10.275421125494063]",0.13682099526511077,1.0235552788417905,0.03993475643167195,0.10284688768272232,100
7,1,SIMPLE_LINEAR,IMMEDIATE,4.642405271890242,0.13682099526511077,1.092659673017394,"[2.0, 3.0, 0.0]","[0.31393619060423517, 0.8164520521189207, -3.7337961779433657]",0.13682099526511077,1.0235552788417905,0.03993475643167195,0.10284688768272232,100
7,1,LINEAR_REWEIGHTED,NONE,10.886280044594649,0.1372433648155578,0.02355527884179054,"[2.0, 3.0, 0.0]","[0.03063943063173724, -0.008061311028669138, -10.275421125494063]",0.13682099526511077,1.0235552788417905,0.03993475643167195,0.10284688768272232,100
7,1,LINEAR_REWEIGHTED,IMMEDIATE,5.991908993184187,0.13682099526511077,15.909798121256735,"[2.0, 3.0, 0.0]","[-0.09636289037917671, 0.17032754165898056, -4.847802573635698]",0.13682099526511077,1.0235552788417905,0.03993475643167195,0.10284688768272232,100
8,1,SIMPLE_LINEAR,NONE,10.891515892548403,0.17807189611062382,0.001393512381600015,"[2.0, 3.0, 0.0]","[0.02992751610641875, -0.00916151812383248, -10.280509705441773]",0.17772437065861274,1.0013935123816,0.12150897038028768,0.03410482473745831,100
8,1,SIMPLE_LINEAR,IMMEDIATE,4.8237687225503905,0.17772437065861274,1.5004708233766406,"[2.0, 3.0, 0.0]","[0.2470686771023733, 0.872111429895836, -3.958290881059635]",0.17772437065861274,1.0013935123816,0.12150897038028768,0.03410482473745831,100
8,1,LINEAR_REWEIGHTED,NONE,10.891515892548403,0.17807189611062382,0.001393512381600015,"[2.0, 3.0, 0.0]","[0.02992751610641875, -0.00916151812383248, -10.280509705441773]",0.17772437065861274,1.0013935123816,0.12150897038028768,0.03410482473745831,100
8,1,LINEAR_REWEIGHTED,IMMEDIATE,5.519130946452442,0.17772437065861274,0.001393512381600015,"[2.0, 3.0, 0.0]","[-0.13929926748508895, 0.16066172496858852, -4.221654084380723]",0.17772437065861274,1.0013935123816,0.12150897038028768,0.03410482473745831,100
9,1,SIMPLE_LINEAR,NONE,10.891852240454144,0.01993011740890229,0.028466566117600012,"[2.0, 3.0, 0.0]","[0.029790995869536374, -0.009499244292356934, -10.28074102419339]",0.019515477895583853,1.0284665661176,0.19312640661491187,0.16167946962329224,100
9,1,SIMPLE_LINEAR,IMMEDIATE,5.577713434153831,0.019515477895583853,4.566076479282528,"[2.0, 3.0, 0.0]","[-0.11830619986403337, 0.2713679950213598, -4.379295991202692]",0.019515477895583853,1.0284665661176,0.19312640661491187,0.16167946962329224,100
9,1,LINEAR_REWEIGHTED,NONE,10.891852240454144,0.01993011740890229,0.028466566117600012,"[2.0, 3.0, 0.0]","[0.029790995869536374, -0.009499244292356934, -10.28074102419339]",0.019515477895583853,1.0284665661176,0.19312640661491187,0.16167946962329224,100
9,1,LINEAR_REWEIGHTED,IMMEDIATE,5.876815212643307,0.019515477895583853,20.070681229451523,"[2.0, 3.0, 0.0]","[-0.22503076084968865, -0.050063996975417885, -4.503699009834338]",0.019515477895583853,1.0284665661176,0.19312640661491187,0.16167946962329224,100
10,1,SIMPLE_LINEAR,NONE,10.878951517343431,2.207709432823793,66.60020821720575,"[2.0, 3.0, 0.0]","[0.03133488935431927, -0.006959678222983712, -10.268112645095812]",0.0913841307520112,1.0029301634201915,0.1368466053024314,0.08803049874792027,100
10,1,SIMPLE_LINEAR,IMMEDIATE,5.645208869340158,0.0913841307520112,0.0029301634201914784,"[2.0, 3.0, 0.0]","[-0.272983423978199, 0.24127393854350748, -4.369366092539956]",0.0913841307520112,1.0029301634201915,0.1368466053024314,0.08803049874792027,100
10,1,LINEAR_REWEIGHTED,NONE,10.878951517343431,2.207709432823793,66.60020821720575,"[2.0, 3.0, 0.0]","[0.03133488935431927, -0.006959678222983712, -10.268112645095812]",0.0913841307520112,1.0029301634201915,0.1368466053024314,0.08803049874792027,100
10,1,LINEAR_REWEIGHTED,IMMEDIATE,6.180265949486999,0.0913841307520112,0.0029301634201914784,"[2.0, 3.0, 0.0]","[-0.14335682409334724, 0.08832366064546332, -5.012369661731253]",0.0913841307520112,1.0029301634201915,0.1368466053024314,0.08803049874792027,100
