run,anchor_id,method,outlier_method,position_error,constant_bias_error,linear_bias_error,anchor_position,estimated_position,constant_bias,linear_bias,noise_variance,outlier_probability,num_measurements
1,1,SIMPLE_LINEAR,NONE,10.894898279274571,0.11265792465322053,0.0285214291922975,"[2.0, 3.0, 0.0]","[0.02893242743753177, -0.011667856454096182, -10.28316866838884]",0.11236203565420874,1.0285214291922975,0.146398788362281,0.11973169683940732,100
1,1,SIMPLE_LINEAR,IMMEDIATE,4.092802951833243,0.11236203565420874,1.5834410307986448,"[2.0, 3.0, 0.0]","[0.13821648174880696, 1.0247891751197793, -3.063223846045064]",0.11236203565420874,1.0285214291922975,0.146398788362281,0.11973169683940732,100
1,1,LINEAR_REWEIGHTED,NONE,10.894898279274571,0.11265792465322053,0.0285214291922975,"[2.0, 3.0, 0.0]","[0.02893242743753177, -0.011667856454096182, -10.28316866838884]",0.11236203565420874,1.0285214291922975,0.146398788362281,0.11973169683940732,100
1,1,LINEAR_REWEIGHTED,IMMEDIATE,5.722730871151573,0.11236203565420874,20.70217501529926,"[2.0, 3.0, 0.0]","[-0.13030244524662235, 0.14292320797736172, -4.477563212272177]",0.11236203565420874,1.0285214291922975,0.146398788362281,0.11973169683940732,100
2,1,SIMPLE_LINEAR,NONE,10.894698887409366,0.047153490616461465,0.004679835610086114,"[2.0, 3.0, 0.0]","[0.029547275989187938, -0.00975142850214894, -10.283636333923255]",0.04680559213273095,1.0046798356100861,0.011616722433639893,0.17323522915498704,100
2,1,SIMPLE_LINEAR,IMMEDIATE,6.627306272942538,0.04680559213273095,0.004679835610086114,"[2.0, 3.0, 0.0]","[-0.7172281761966603, -1.046315357009219, -4.490566947000996]",0.04680559213273095,1.0046798356100861,0.011616722433639893,0.17323522915498704,100
2,1,LINEAR_REWEIGHTED,NONE,10.894698887409366,0.047153490616461465,0.004679835610086114,"[2.0, 3.0, 0.0]","[0.029547275989187938, -0.00975142850214894, -10.283636333923255]",0.04680559213273095,1.0046798356100861,0.011616722433639893,0.17323522915498704,100
2,1,LINEAR_REWEIGHTED,IMMEDIATE,6.770284719635439,0.04680559213273095,31.204494733584067,"[2.0, 3.0, 0.0]","[-0.08683547714258669, 0.10816082728572873, -5.754923029496001]",0.04680559213273095,1.0046798356100861,0.011616722433639893,0.17323522915498704,100
3,1,SIMPLE_LINEAR,NONE,10.883543694375435,4.285652396041261,92.13692862124392,"[2.0, 3.0, 0.0]","[0.031175305475439785, -0.007428047810606131, -10.272810190344785]",0.18033450352296262,1.0212421773338813,0.004116898859160489,0.19398197043239887,100
3,1,SIMPLE_LINEAR,IMMEDIATE,5.508609998697445,0.18033450352296262,27.92782330270368,"[2.0, 3.0, 0.0]","[-0.1357631125708982, 0.18384807911489037, -4.225232349022481]",0.18033450352296262,1.0212421773338813,0.004116898859160489,0.19398197043239887,100
3,1,LINEAR_REWEIGHTED,NONE,10.883543694375435,4.285652396041261,92.13692862124392,"[2.0, 3.0, 0.0]","[0.031175305475439785, -0.007428047810606131, -10.272810190344785]",0.18033450352296262,1.0212421773338813,0.004116898859160489,0.19398197043239887,100
3,1,LINEAR_REWEIGHTED,IMMEDIATE,5.945099953664759,0.18033450352296262,24.440170467175097,"[2.0, 3.0, 0.0]","[-0.12206714046026179, 0.13168040443263868, -4.755395589025987]",0.18033450352296262,1.0212421773338813,0.004116898859160489,0.19398197043239887,100
4,1,SIMPLE_LINEAR,NONE,10.888974359120708,0.25014987608127387,0.006370173320348282,"[2.0, 3.0, 0.0]","[0.030191268292526274, -0.008761987972022212, -10.277984600777131]",0.2497327922401265,1.0063701733203483,0.03636499344142013,0.03668090197068676,100
4,1,SIMPLE_LINEAR,IMMEDIATE,5.442070091169885,0.2497327922401265,2.8866155415552455,"[2.0, 3.0, 0.0]","[-0.05438682759710316, 0.2088332017124288, -4.195832401793287]",0.2497327922401265,1.0063701733203483,0.03636499344142013,0.03668090197068676,100
4,1,LINEAR_REWEIGHTED,NONE,10.888974359120708,0.25014987608127387,0.006370173320348282,"[2.0, 3.0, 0.0]","[0.030191268292526274, -0.008761987972022212, -10.277984600777131]",0.2497327922401265,1.0063701733203483,0.03636499344142013,0.03668090197068676,100
4,1,LINEAR_REWEIGHTED,IMMEDIATE,6.031884354634253,0.2497327922401265,16.977271064014147,"[2.0, 3.0, 0.0]","[-0.1375585842197253, 0.10606929563868812, -4.841449911448521]",0.2497327922401265,1.0063701733203483,0.03636499344142013,0.03668090197068676,100
5,1,SIMPLE_LINEAR,NONE,10.88659342829,15.272276376351513,185.18023172517812,"[2.0, 3.0, 0.0]","[0.030840236765932616, -0.007762890054074489, -10.27587897442163]",0.09127267288786131,1.0157426929489672,0.08638900372842316,0.058245828039608386,100
5,1,SIMPLE_LINEAR,IMMEDIATE,5.976423163514149,0.09127267288786131,5.256373504079381,"[2.0, 3.0, 0.0]","[-0.09319602315132564, 0.23601122619987042, -4.867908205416244]",0.09127267288786131,1.0157426929489672,0.08638900372842316,0.058245828039608386,100
5,1,LINEAR_REWEIGHTED,NONE,10.88659342829,15.272276376351513,185.18023172517812,"[2.0, 3.0, 0.0]","[0.030840236765932616, -0.007762890054074489, -10.27587897442163]",0.09127267288786131,1.0157426929489672,0.08638900372842316,0.058245828039608386,100
5,1,LINEAR_REWEIGHTED,IMMEDIATE,8.136590126207803,0.09127267288786131,0.01574269294896724,"[2.0, 3.0, 0.0]","[-0.08584009192523223, 0.03260270249501128, -7.283400529394203]",0.09127267288786131,1.0157426929489672,0.08638900372842316,0.058245828039608386,100
6,1,SIMPLE_LINEAR,NONE,10.885862817488464,0.18395211227069838,0.004184815819561205,"[2.0, 3.0, 0.0]","[0.030454640323092974, -0.008273251982529928, -10.274881624561885]",0.18355586841671384,1.0041848158195612,0.058428929707043636,0.07327236865873835,100
6,1,SIMPLE_LINEAR,IMMEDIATE,5.476195177143328,0.18355586841671384,1.8683230730272937,"[2.0, 3.0, 0.0]","[0.09871547984274066, 0.4959462069736372, -4.483697736601846]",0.18355586841671384,1.0041848158195612,0.058428929707043636,0.07327236865873835,100
6,1,LINEAR_REWEIGHTED,NONE,10.885862817488464,0.18395211227069838,0.004184815819561205,"[2.0, 3.0, 0.0]","[0.030454640323092974, -0.008273251982529928, -10.274881624561885]",0.18355586841671384,1.0041848158195612,0.058428929707043636,0.07327236865873835,100
6,1,LINEAR_REWEIGHTED,IMMEDIATE,5.663665104090466,0.18355586841671384,8.363720218769084,"[2.0, 3.0, 0.0]","[-0.21736995692155808, -0.04261421234181771, -4.231178516712493]",0.18355586841671384,1.0041848158195612,0.058428929707043636,0.07327236865873835,100
7,1,SIMPLE_LINEAR,NONE,10.88618902477937,1.8288340807228267,59.3234462729188,"[2.0, 3.0, 0.0]","[0.03127250692924122, -0.007019954481137347, -10.275750801503818]",0.13682099526511077,1.0235552788417905,0.03993475643167195,0.10284688768272232,100
7,1,SIMPLE_LINEAR,IMMEDIATE,1.595664307624065,0.13682099526511077,0.09352255036582013,"[2.0, 3.0, 0.0]","[1.6575019480846784, 2.3840277506484884, -1.4315787980717078]",0.13682099526511077,1.0235552788417905,0.03993475643167195,0.10284688768272232,100
7,1,LINEAR_REWEIGHTED,NONE,10.88618902477937,1.8288340807228267,59.3234462729188,"[2.0, 3.0, 0.0]","[0.03127250692924122, -0.007019954481137347, -10.275750801503818]",0.13682099526511077,1.0235552788417905,0.03993475643167195,0.10284688768272232,100
7,1,LINEAR_REWEIGHTED,IMMEDIATE,5.980854824730615,0.13682099526511077,13.202618672412854,"[2.0, 3.0, 0.0]","[-0.09203203816249467, 0.1651231672240731, -4.8329597276198655]",0.13682099526511077,1.0235552788417905,0.03993475643167195,0.10284688768272232,100
8,1,SIMPLE_LINEAR,NONE,10.876429533719863,1.337535683859016,46.18418911599366,"[2.0, 3.0, 0.0]","[0.03194431927296648, -0.006180913949762612, -10.265785530203516]",0.17772437065861274,1.0013935123816,0.12150897038028768,0.03410482473745831,100
8,1,SIMPLE_LINEAR,IMMEDIATE,5.303853578244315,0.17772437065861274,2.557459971348651,"[2.0, 3.0, 0.0]","[0.04427729882515646, 0.2595457689892593, -4.098282823732364]",0.17772437065861274,1.0013935123816,0.12150897038028768,0.03410482473745831,100
8,1,LINEAR_REWEIGHTED,NONE,10.876429533719863,1.337535683859016,46.18418911599366,"[2.0, 3.0, 0.0]","[0.03194431927296648, -0.006180913949762612, -10.265785530203516]",0.17772437065861274,1.0013935123816,0.12150897038028768,0.03410482473745831,100
8,1,LINEAR_REWEIGHTED,IMMEDIATE,8.911398716460974,0.17772437065861274,0.001393512381600015,"[2.0, 3.0, 0.0]","[-0.03471068225863913, 0.03904393666634504, -8.155103844480005]",0.17772437065861274,1.0013935123816,0.12150897038028768,0.03410482473745831,100
9,1,SIMPLE_LINEAR,NONE,10.8743869529998,1.0284901114434932,39.88543283624756,"[2.0, 3.0, 0.0]","[0.032276776828219056, -0.0055871312156980935, -10.263859065538327]",0.019515477895583853,1.0284665661176,0.19312640661491187,0.16167946962329224,100
9,1,SIMPLE_LINEAR,IMMEDIATE,6.196781799400216,0.019515477895583853,0.028466566117600012,"[2.0, 3.0, 0.0]","[-0.15237469376959223, 0.006076804529454194, -4.980342533061503]",0.019515477895583853,1.0284665661176,0.19312640661491187,0.16167946962329224,100
9,1,LINEAR_REWEIGHTED,NONE,10.8743869529998,1.0284901114434932,39.88543283624756,"[2.0, 3.0, 0.0]","[0.032276776828219056, -0.0055871312156980935, -10.263859065538327]",0.019515477895583853,1.0284665661176,0.19312640661491187,0.16167946962329224,100
9,1,LINEAR_REWEIGHTED,IMMEDIATE,7.360015449687519,0.019515477895583853,0.028466566117600012,"[2.0, 3.0, 0.0]","[-0.010544025935230884, 0.1241283492125884, -6.469691058127306]",0.019515477895583853,1.0284665661176,0.19312640661491187,0.16167946962329224,100
10,1,SIMPLE_LINEAR,NONE,10.892930205340663,0.09182230342980986,0.0029301634201914784,"[2.0, 3.0, 0.0]","[0.029812880409501474, -0.009335079785451228, -10.281935301770545]",0.0913841307520112,1.0029301634201915,0.1368466053024314,0.08803049874792027,100
10,1,SIMPLE_LINEAR,IMMEDIATE,5.559400836212957,0.0913841307520112,5.727717369660767,"[2.0, 3.0, 0.0]","[0.023555988492994232, 0.4476238627372975, -4.526144361484214]",0.0913841307520112,1.0029301634201915,0.1368466053024314,0.08803049874792027,100
10,1,LINEAR_REWEIGHTED,NONE,10.892930205340663,0.09182230342980986,0.0029301634201914784,"[2.0, 3.0, 0.0]","[0.029812880409501474, -0.009335079785451228, -10.281935301770545]",0.0913841307520112,1.0029301634201915,0.1368466053024314,0.08803049874792027,100
10,1,LINEAR_REWEIGHTED,IMMEDIATE,5.7706667163720065,0.0913841307520112,20.429258211639635,"[2.0, 3.0, 0.0]","[-0.1857470900110682, -0.15606228834125443, -4.308407460078723]",0.0913841307520112,1.0029301634201915,0.1368466053024314,0.08803049874792027,100
