x,y,z
0.34191850177505456,0.595805151388386,1.0
0.14779716589190062,0.6333582521732827,1.0301109876353987
-0.04295783773623632,0.6820062022498672,1.0654083748499732
-0.22959449082765662,0.7416362455675047,1.1055458592849687
-0.41137288570150216,0.8121169528470369,1.15014501912532
-0.5875638804369379,0.8932763280631548,1.198826526791651
-0.7574583301694168,0.9848823463645509,1.2512117667077045
-0.9203644471831491,1.0866561757566957,1.3069224900055287
-1.0756169912512312,1.1982619434204649,1.365580824320177
-1.2225733315949832,1.3193194365263523,1.4268092278245097
-1.360618772351783,1.4494006755349995,1.4902310501275313
-1.3606066465182731,1.638344268040158,1.5558078654223348
-1.3605949928806964,1.8199301481115955,1.639632492011866
-1.3605833017279712,2.0021005856821157,1.7221790336637255
-1.360571562859176,2.185014530549578,1.8030646852666024
-1.3605587274586213,2.3850145297258405,1.8030518498660215
-1.3605458920580666,2.585014528902103,1.8030390144654407
-1.360533056657512,2.785014528078366,1.8030261790648598
-1.3605202212569574,2.9850145272546285,1.803013343664279
-1.25,2.8,1.0
-1.25,2.8,1
1.25,-2.8,1
1.25,-2.8,0
