anchor_id,range,tag_position_x,tag_position_y,tag_position_z
1,4.498052,-0.6113765808587808,2.6426453425206655,0.24689014415957555
2,3.076874,-0.6113965693863832,2.642659886782996,0.24689734690166834
3,4.741951,-0.6113965693863832,2.642659886782996,0.24689734690166834
4,6.256936,-0.6113881450086432,2.6426569901772448,0.2469012149006908
5,9.310359,-0.6115174754274885,2.6426142620875637,0.24686077348975177
6,0.975594,-0.6114376781633265,2.642635686287382,0.24689129926897938
1,4.451149,-0.6114062071947355,2.642681692322511,0.24693853815899405
2,3.133158,-0.611411908821234,2.6426764124609377,0.2469369858846992
3,4.831068,-0.6116060120834691,2.642644181032477,0.24691153786587372
4,6.18189,-0.6114286410977087,2.6426773339480736,0.2469607418827254
5,9.31974,-0.6114272123414841,2.642652480243481,0.24693972434857614
1,4.446458,-0.6115261720960901,2.642629200994634,0.24691803069492083
2,3.133158,-0.6115042486981319,2.642625250937078,0.24691594620009313
3,4.99523,-0.6115013237571074,2.642618575274909,0.24691196989581649
4,6.186581,-0.6115040988456816,2.642617093514125,0.24690751284469575
5,9.300978,-0.6114858108362566,2.642616379879075,0.24691031898829113
6,0.984975,-0.6114286819457777,2.642662194249644,0.24695387141987835
1,4.46522,-0.6115285233987187,2.642650035832042,0.24688113606528242
2,3.062803,-0.6114556272460282,2.6426758081045083,0.2469127773052229
4,6.205342,-0.6114420602889139,2.642668802502815,0.24689927944082338
5,9.32443,-0.6114419928248219,2.6427226972886935,0.24692522619217422
6,1.003736,-0.6114005893977533,2.6427334024775555,0.2469526071732052
1,4.46522,-0.611592973582739,2.642618363400653,0.24685799691313065
2,3.100326,-0.6115012718789294,2.642644997027306,0.2468864634307581
3,4.812306,-0.6114883483295062,2.642658567501457,0.24690054105852172
4,6.261626,-0.6114667028060156,2.642649123503078,0.24688703952264232
5,9.291598,-0.6114430172125189,2.642695308430387,0.2469300595901628
6,0.966214,-0.6114775038255438,2.6426693127758023,0.2469082549700768
1,4.427697,-0.6114593496357098,2.64261014154409,0.2468883016641451
2,3.100326,-0.6114593496357098,2.64261014154409,0.2468883016641451
3,4.812306,-0.6114578932568916,2.6426115710933638,0.24689191812667233
4,6.242865,-0.6114610987646832,2.642618323891533,0.24689948262037675
5,9.310359,-0.611462723908872,2.642600899913301,0.24688292871942843
6,1.008427,-0.6114749792972799,2.642595576579502,0.24687184213300942
1,4.455839,-0.6114253641225558,2.6426806314059794,0.24693826101371086
2,3.067493,-0.6114444260640864,2.6426373527465805,0.24690743932119805
3,4.8639,-0.6114523084901795,2.642616114491553,0.24689024540228435
4,6.210032,-0.6115917862360982,2.6425966165135986,0.24686865066937233
5,9.31505,-0.611476133504975,2.6426329309908296,0.24691959644037398
1,5.229748,-0.610732367624534,2.643097037621298,0.24686751643752747
2,3.128468,-0.6109773431273224,2.642969311793654,0.2467488931874312
3,4.643453,-0.6107431526017004,2.6430950155869595,0.24684149789586637
4,6.210032,-0.6109146276387973,2.643011238968767,0.24675205675639642
5,9.338501,-0.6107337018610716,2.643043784784028,0.24676158949039936
6,0.928691,-0.6109011282169822,2.642977679908846,0.24670750344039857
1,4.413626,-0.6108809591995923,2.6429241700399455,0.24673218384393658
3,4.72788,-0.6105994558844977,2.643073626132122,0.24684037686529023
4,6.125606,-0.6107627581738334,2.643037608679667,0.24679817605519533
5,9.394785,-0.6108090195088003,2.643024289064855,0.2467904871122794
6,0.999046,-0.6109118513494939,2.642909795513903,0.24669035953856736
2,3.067493,-0.6115298472187186,2.6425349875945794,0.24689326958947627
3,4.680976,-0.6115256740497163,2.64255935507801,0.2469178976260999
4,6.17251,-0.6115069328147257,2.6425839471361083,0.24693950584129315
5,9.240003,-0.611391661329808,2.6426128433825617,0.24694118498997622
6,0.994356,-0.6113557359987193,2.642630480698705,0.24692633487898727
1,4.479291,-0.6114276096701038,2.6425789061847356,0.24692645703545785
2,3.095635,-0.6113938330651473,2.642610258507109,0.24695657816669606
3,4.915494,-0.6113503042173143,2.6426209691168197,0.24696093696832652
4,6.219413,-0.6113373668535743,2.642628730375858,0.24695799216927491
5,9.394785,-0.6113545524636558,2.642656774057674,0.24697654469853475
6,0.989665,-0.611421242181579,2.6426177320397524,0.2469380224500749
1,4.399555,-0.6113869587947786,2.642653999522999,0.2468691444898109
2,3.100326,-0.6115317827020194,2.6426221758865647,0.24684129424131063
3,5.243819,-0.6113706460290338,2.6426692650733714,0.24688793571538015
4,6.1772,-0.6113690764860901,2.6426465030631734,0.24686540682574548
5,9.32912,-0.6113614817301727,2.642654360453131,0.24686594865406186
6,0.984975,-0.6114188740444481,2.642672351822311,0.24687541729064522
1,4.46522,-0.6113160270069032,2.6425937733850398,0.24693330872155977
2,2.992448,-0.6113048838881308,2.642569805243295,0.2469236082357847
3,4.624692,-0.6112961148376141,2.642586034162406,0.24693545003630119
4,6.280388,-0.611339805711,2.6426306957075836,0.24697661879705168
5,9.366643,-0.6113642808927746,2.6426452989861904,0.24700633801015762
6,0.933381,-0.6113457399570705,2.642637094549912,0.24701625715943742
1,4.460529,-0.6121352412866619,2.6424254235133455,0.24774154231034265
2,3.269179,-0.6123888461375477,2.642586025067067,0.24783878055511144
3,4.671596,-0.6121985731807595,2.642598787006414,0.2478504121387013
4,6.1772,-0.6121247873969685,2.642583152243403,0.24784842096169557
5,9.765323,-0.6120581678564156,2.642540371631709,0.2478490979287717
6,0.881787,-0.6119634208945562,2.6424404690863246,0.24778699226011086
1,4.460529,-0.6087596476979542,2.6454636141630226,0.26348933010991826
