anchor_id,range,tag_position_x,tag_position_y,tag_position_z
1,4.441768,-0.6455137802861128,2.5537688949351236,0.24648642611466284
2,3.001828,-0.6455384745871762,2.553742609637381,0.24647186675216298
3,5.192225,-0.6455468166078449,2.553756349908683,0.2464859495776122
4,6.18189,-0.6455130423822837,2.553771224166901,0.24650409197368606
5,9.258765,-0.6455361810077416,2.5537564925417544,0.24649450669089795
6,1.064711,-0.6455102576033219,2.5537763317744173,0.24650724191575096
1,4.451149,-0.6455444089629875,2.5537383347147475,0.2464943124066399
2,3.039351,-0.6455095410608886,2.5537628556507035,0.24651236411376537
3,5.182844,-0.6455352825159824,2.5537391997133474,0.24649672149681268
4,6.200652,-0.6455465910222405,2.5537307517380867,0.24649482571039577
5,9.258765,-0.6455136562601762,2.5537550593843696,0.2465093096837362
6,1.05533,-0.6455125095796734,2.5537550666685274,0.24650151013327026
1,4.446458,-0.6455632039792405,2.553737433095033,0.24645784120197278
2,3.006519,-0.6455581512316753,2.553741688707652,0.2464639956157949
3,5.215677,-0.6455588732900879,2.553729639510275,0.24645666950888673
4,6.214723,-0.6455652203434543,2.5537296115669594,0.2464573145312739
5,9.249384,-0.6455615800951942,2.5537513254738013,0.24647920130319043
6,1.022498,-0.6455681800256238,2.5537667702921567,0.24649809690612756
1,4.451149,-0.6454751551266766,2.553781865696788,0.24649930734590875
2,3.034661,-0.6454959979118067,2.5537531990967235,0.24648127186527216
3,5.192225,-0.6455104245495896,2.5537463607415294,0.24648531263058052
4,6.18189,-0.6455155441297127,2.5537507789557927,0.24649711560736176
5,9.286907,-0.6454866439591007,2.5537762521221703,0.24651352449148506
6,1.027188,-0.6454721703357458,2.5537837874021854,0.2465219166657449
1,4.394865,-0.6455404996508377,2.553731708131214,0.2464710696194178
2,3.011209,-0.6455163122494743,2.5537542187042974,0.24648669525829875
3,5.168773,-0.64554653678157,2.5537369971623334,0.24647573401982514
4,6.191271,-0.6455114012353003,2.5537489425185553,0.24648359852073842
5,9.268146,-0.645501860702688,2.5537558131398646,0.24648150347989523
6,1.04595,-0.6455021299723627,2.5537542298571125,0.24647667073823157
1,4.446458,-0.6455577891762466,2.5537185266494626,0.2464871476499111
2,3.015899,-0.6455180267464488,2.553727505850896,0.24650362657420882
3,5.178154,-0.6455354999561785,2.5537041197264982,0.24649175486756666
4,6.214723,-0.6455180632060719,2.5537210307495273,0.24649773035923978
5,9.244694,-0.6455029395338449,2.5537245036076084,0.24649336523926374
6,1.003736,-0.6455256886159172,2.5536948553788927,0.24647240095386397
1,5.248509,-0.6456016419452831,2.553692385461438,0.2464734332386563
2,3.072184,-0.6455667593743605,2.553707554617529,0.24648323506436925
3,5.182844,-0.6455529254205696,2.553708020120911,0.2464823257585364
4,6.224103,-0.6455542681833165,2.553714093997618,0.2464748174518159
5,9.244694,-0.6455873490582569,2.553689444421674,0.2464501964492416
6,1.05533,-0.6455903037280393,2.5536851991766696,0.24645155075001937
1,4.483981,-0.6455211291373087,2.553840245941244,0.24636359817615805
2,3.832021,-0.6455215109195094,2.553838369808534,0.2463595168699638
3,5.248509,-0.6455150749339567,2.553833975217757,0.24635357147778775
4,6.210032,-0.6455416466202833,2.553809590382335,0.2463357759207086
5,9.235313,-0.6455598637554888,2.553791328486222,0.2463291497912959
6,1.008427,-0.6455255948257487,2.5538273523155426,0.2463598431944436
1,4.460529,-0.6455040823921443,2.5535903924999,0.2464733729912214
3,5.159392,-0.6454786303802568,2.5536524576689827,0.24648865087916952
4,6.191271,-0.6454913044103332,2.553667860443884,0.24649730605880116
5,9.427618,-0.6453826479211607,2.5537255954113895,0.24654930055940344
6,1.05533,-0.6453928808116294,2.5537138493949865,0.2465299179720869
1,4.437078,-0.6453641283615649,2.5537242689349653,0.24640625282668058
2,3.105016,-0.645401573332756,2.553704747644927,0.24638378472696867
3,5.309484,-0.6453873923697988,2.5536939128473577,0.24637900430897636
4,6.1772,-0.6453598907587861,2.553690128729027,0.24638592491382866
1,4.460529,-0.645198742090126,2.5538684795965256,0.24642540687632286
2,3.02059,-0.6452351653773616,2.553831395147499,0.24639975318707003
3,5.281342,-0.6452685904412918,2.553812821006405,0.24638501214077038
4,6.205342,-0.6452878051843205,2.553802435725722,0.24637479300493773
5,9.249384,-0.6452723369373764,2.553794121986971,0.2463623792549529
6,1.008427,-0.6452592644567574,2.5538032818893663,0.24636427509254372
1,4.460529,-0.6447526831005378,2.554114062559351,0.24604160786306833
2,3.081564,-0.6446881546314351,2.554106687284011,0.24600449409063033
3,5.426743,-0.6445991277855403,2.5541292770208512,0.24598297263913455
4,6.17251,-0.6446804899509179,2.554157469113159,0.24597268183826157
5,9.277526,-0.6447205380890149,2.5541563356431243,0.24596629875675147
6,1.116305,-0.6447088588869915,2.5541505032720484,0.24595502284539084
1,4.479291,-0.6443094580329861,2.5539350749556524,0.2462015592456154
2,2.978377,-0.6444141755754372,2.553799137792585,0.24607578063930824
3,5.342317,-0.6447477929894865,2.553815334597652,0.24611331749641713
4,6.228794,-0.6449316034906657,2.553814921107313,0.24611139165480633
5,9.671516,-0.6449316034906657,2.553814921107313,0.24611139165480633
6,1.102234,-0.6451584528715582,2.5538812563893645,0.24617725010427574
1,4.493362,-0.6474272213594564,2.559158362478068,0.25440406075870836
2,3.100326,-0.6472638846032995,2.5594719515587565,0.2552750668637036
3,5.286032,-0.6471261296147887,2.5596100225346574,0.25598488937662
4,6.205342,-0.6468800711344919,2.5599335022411713,0.25701108852948246
5,9.558948,-0.646719527942501,2.5602692478947153,0.2582470556784704
6,1.027188,-0.64730632167139,2.560545171585814,0.25947067219646647
1,4.390174,-0.6530526277763312,2.5551137997094426,0.36535545576072836
2,3.015899,-0.6528713162129635,2.5549807374811793,0.3678578650670971
3,5.178154,-0.6532291463559714,2.554869784750472,0.3700701730192033
4,6.210032,-0.6539305783295423,2.5552003857693,0.372734457580959
5,9.436999,-0.6531916435915949,2.5548236612933937,0.37510068742354313
6,0.970904,-0.6532346602075152,2.5548573482753025,0.3773910201269408
1,4.240083,-0.6542906896123848,2.554171627794383,0.5797200874851424
2,2.856427,-0.6538593839452324,2.5540055640479533,0.5840379960515713
3,4.620001,-0.6532611695707128,2.5537900055392173,0.5877530001645057
4,6.210032,-0.6530787200530186,2.5536771316624507,0.591588398027355
5,9.633994,-0.6527290172394524,2.5536550929588437,0.5958941870610122
6,0.863026,-0.6526683355409474,2.5535781170937595,0.599758174839227
1,4.324509,-0.6430659834203947,2.53934519291261,0.8621859297515146
2,2.471818,-0.6429987082286116,2.539042714664369,0.8664907383546675
3,4.8639,-0.6429356921642114,2.538644640951671,0.8701904845444827
4,6.186581,-0.6429724129719261,2.538405552346599,0.8745662520975812
5,9.497973,-0.6427850029274438,2.5380988518318173,0.877851969025506
6,0.722315,-0.6429622619780414,2.5376199388080036,0.8819910436549435
