anchor_id,range,tag_position_x,tag_position_y,tag_position_z
1,4.20725,-0.07150912468441778,2.7043072111729223,0.24473920697400198
2,2.734478,-0.07146703646870328,2.7042990876864277,0.24469778374156087
3,4.493362,-0.07148077560989516,2.704361555808436,0.24472497743918545
4,5.689403,-0.07150783690501175,2.704310764909292,0.24474834070117238
5,8.888227,-0.07148238375300818,2.704361478253951,0.24474349265226153
6,1.139757,-0.07150709881283598,2.7043057757389444,0.24476258772909204
1,4.244773,-0.07153942949096193,2.7042631994072046,0.24481658341117019
2,2.800143,-0.07153698037594548,2.704249479539752,0.24481846349399747
3,4.615311,-0.07151181878736794,2.704297554571311,0.24480703317407182
4,5.726926,-0.07152628486878365,2.704255845285806,0.2448170908833937
5,8.860085,-0.07151012389254696,2.7043084016481846,0.2448110450453454
6,1.097543,-0.07152578760765876,2.704255630232229,0.24481618918912457
1,4.21194,-0.07148909728803111,2.7043061979000846,0.24478371466158433
2,2.706336,-0.07150603512623246,2.7042556823641193,0.24478941135702514
3,4.554337,-0.07150696358164918,2.704233438568728,0.24479002350154055
4,5.698783,-0.07150521420681491,2.704213441899422,0.24478942318531646
5,8.883537,-0.0714989031586205,2.704220837143964,0.24478986700053879
6,1.167899,-0.07150490306746912,2.704207526045327,0.2447981848379065
1,4.286986,-0.07148769897982248,2.7043035949466936,0.24479995532608884
2,2.76262,-0.07148068637357602,2.704331860165604,0.24480254991851422
3,4.610621,-0.07149762084532658,2.704237946968174,0.2448065633742046
4,5.689403,-0.07149388938277526,2.7042334895426867,0.24480746223377464
5,8.906989,-0.07149790559865057,2.7042202104441553,0.24481136569950923
6,1.106924,-0.07149790559865057,2.7042202104441553,0.24481136569950923
1,4.226012,-0.07152332287204852,2.7041949800218372,0.24483708710169427
2,2.772001,-0.07149067867475448,2.7042513694665287,0.24481733496343505
3,4.568408,-0.07146116758843757,2.7042272444104625,0.24477197893561842
4,5.731616,-0.07148059612790336,2.7042817500325698,0.24478953647308843
5,8.869465,-0.07150654909049628,2.704235671339925,0.24480068265345434
6,1.125686,-0.07151560039534285,2.7042338730641577,0.2448140016163209
1,4.221321,-0.07151103766262676,2.7042499052042017,0.2447869682549179
2,2.781382,-0.07150541593276039,2.7042346825780625,0.24479104207138552
3,4.60124,-0.07150971854440494,2.70424182663935,0.2448059865154496
5,8.916369,-0.07149238815093187,2.7042394610865985,0.24478633183112875
6,1.135066,-0.07149362886542245,2.704229145492845,0.24478971974532934
1,4.315128,-0.07153114169640556,2.7041794930822793,0.2448121274316799
2,2.748549,-0.07152324363032211,2.7041556780353293,0.24479526378863686
3,4.530885,-0.0715183618866794,2.704157734904416,0.24478662472799134
4,5.712855,-0.0715285239407751,2.7041750358775363,0.24479849724420188
5,8.869465,-0.0715306138010419,2.7041795570734055,0.24480041567421457
1,4.680976,-0.07125672748283321,2.704667885309046,0.24515894890415174
2,2.715717,-0.07121840774967453,2.704727113425422,0.24511131020289167
3,4.638763,-0.07121840774967453,2.704727113425422,0.24511131020289167
4,5.661261,-0.07121830981569816,2.7046950070106006,0.2451004817716292
5,8.860085,-0.07122125747089941,2.704647895870019,0.24506567133077356
6,1.163208,-0.07118767976138712,2.70461516698107,0.24501983223991525
1,4.240083,-0.07136812940655313,2.703855036968398,0.24450772173755014
2,2.88926,-0.07136636300423384,2.7038460416472487,0.24450090601018018
3,4.770093,-0.07136612372312365,2.7038548090519017,0.24450019927484262
4,5.670641,-0.07137949684900893,2.7038326669876382,0.2445092367371513
5,8.949201,-0.07137207192959061,2.70381315930871,0.2445012805168947
6,1.139757,-0.0713775316035889,2.703808905508419,0.2445034460260031
1,4.244773,-0.07143450998215721,2.7041111195581204,0.24467107845533742
2,2.678194,-0.07147863232663396,2.704129735010237,0.24472509546896365
3,4.718499,-0.07149780952172617,2.704137002600698,0.24475813331559637
4,5.722235,-0.07148671919940552,2.7041241858800156,0.2447649422094648
5,8.963273,-0.07148039747126081,2.7041055643303307,0.24477245283063967
6,1.116305,-0.07148227638158279,2.70408428640965,0.24478910668919174
1,4.249464,-0.07152869625340606,2.7042616474348318,0.24483617313165162
2,2.729788,-0.0715310739113234,2.7042286857559543,0.24483855426687745
3,4.8639,-0.07152222468315456,2.7042078374096428,0.24482924977940493
4,5.684712,-0.07153502663796749,2.7042027165493985,0.24483580624261153
5,8.897607,-0.0715356294648391,2.704206182738164,0.24483536063948474
6,1.153828,-0.07154319575369478,2.7042173822828177,0.24483996773531794
1,4.254154,-0.07153138234689387,2.704202210296681,0.24479930023063856
2,2.753239,-0.07153900806038635,2.704212301841299,0.2448062761697113
3,4.507433,-0.07153917565606902,2.704213638831566,0.24480808848510519
4,5.722235,-0.0715349640303473,2.7042131015722344,0.24480862767428174
5,8.897607,-0.0715038501695382,2.7042832355414665,0.24479349737063638
6,1.149137,-0.07151175747079286,2.7043075207160956,0.24480966477825616
1,4.226012,-0.07135548519263163,2.704285576944152,0.24481840205661265
