anchor_id,distance,x,y,z
3,5.844185,1.2266991651497414,-2.9715340868851903,0.10609354602948352
3,5.77852,1.2623299983598966,-2.945746729638999,0.3391504423497763
3,5.708164,1.232743099809438,-2.9727216789280813,0.6324103292265217
3,5.675332,1.2566530082947107,-2.9551247866969916,0.828684854694469
3,5.529931,1.2734279066374756,-2.7871769510453404,0.8395192125202795
3,5.332936,1.2951049406140474,-2.503334345538438,0.894369568010985
3,5.229748,1.2918425818107013,-2.318524094878287,0.9155790513188661
3,5.103108,1.2753174175615538,-2.1245482271591847,0.9239379435852189
3,5.018682,1.2460583216141587,-1.9386701447248862,0.9252433122944611
3,4.948327,1.2334318738330596,-1.7775042641309995,0.9289558677898628
3,4.854519,1.195889298806266,-1.6368912761759387,0.9410820787858851
3,4.676286,1.1133883919563454,-1.5090425271414454,0.9341941765650228
3,4.615311,1.0207161014079995,-1.3571426117943837,0.938930558296326
3,4.394865,0.9168012808771032,-1.1971976408881684,0.9437482191352121
3,4.258844,0.8147164916476095,-1.0427249120435749,0.9431032215781379
3,4.108753,0.7158540095772036,-0.8941295112657539,0.9454629858537474
3,3.968042,0.6162378302166085,-0.7443729261390607,0.9452177218569873
3,3.747595,0.5199041578102731,-0.5961858887748714,0.9433336333771957
3,3.667859,0.4287945809757433,-0.44971764703675177,0.9428712352512267
3,3.559981,0.345444968006822,-0.3021627480528771,0.9383076532899534
3,3.325463,0.25440668853811205,-0.15632030911930694,0.9401252526554502
3,3.222275,0.16180221079406237,-0.011279540154622349,0.9377767182906168
3,3.072184,0.0788278821550148,0.13387911331288643,0.9437898894700335
3,2.987757,-0.002615470476526306,0.28544048637326447,0.9530967657244347
3,2.879879,-0.08045202852609468,0.4363096658286366,0.9491409846350272
3,2.772001,-0.154205584533301,0.5893936699433849,0.9438217808402063

0.0,0.0,-3.587113201049391,0.47450131815953966,2.3602927227703105

0.0,0.0,-3.2322689477014883,0.4568090073403486,2.3463204318290707

3,2.711026,-0.22852780746869433,0.7464957494243193,0.9437982704521714
3,2.635981,-0.2956021190820694,0.8464613681830523,0.9420722725925836
3,2.673503,-0.24409822938691642,0.724404869658561,0.945972209551544
3,2.76262,-0.1450546176089602,0.5960821178641896,0.9363279432197843
3,2.814214,-0.2639641462214216,0.5857474188347145,0.7864939530888839
3,2.795453,-0.3428677089204411,0.5810718309772008,0.6893217973780608
3,2.781382,-0.44785435576259763,0.5292147169776757,0.6347233619381407
3,2.715717,-0.5563990200827451,0.5172155475490774,0.6250591744425587
3,2.715717,-0.6839885560506426,0.5037849910270553,0.6238946989708462
3,2.898641,-0.8313469011735718,0.47943457563926695,0.6217662730908169
3,2.424915,-0.9354187223283649,0.4491067861412962,0.6247909578216514
3,2.621909,-1.0917563138314992,0.397069184528661,0.6220934446964658
3,2.518722,-1.2434714758380352,0.35897924869997655,0.6259426335307307
3,1.908975,-1.317575608160831,0.3416145629170815,0.6160472764415044
3,2.073138,-1.318859070875126,0.4726830187326255,0.6219699536283008
3,2.270133,-1.2796271560947576,0.6424596172733851,0.6169106886189485
3,2.312346,-1.275758629324015,0.7156785576466654,0.6159776276879245
3,2.349869,-1.2938320703172677,0.7909657167250379,0.618704219058962
3,2.307656,-1.3082161427973227,0.8784427671872672,0.624049029830345
3,1.84331,-1.298962485022898,0.9397894451312149,0.650230398949739
3,1.951188,-1.3088919730639221,1.0501006372703114,0.6878393596657983
3,1.908975,-1.316862282656198,1.1105274809771672,0.6972181257196778
3,1.890214,-1.301594544110973,1.1831256101516552,0.7961220526858802
3,1.880833,-1.2886045168433073,1.2369470091401606,0.8346732207463923
3,2.124732,-1.3016048651371117,1.2737781317253862,0.9272608060738857
3,1.908975,-1.3194085507166684,1.318825384539841,0.998833976194033
3,2.152874,-1.3285447125103498,1.377944205946262,1.1461239383913437
3,1.561889,-1.313355219109355,1.4642857376108123,1.314813957011898
3,1.71198,-1.2982262497931674,1.5156287456773374,1.3681821590436822
3,1.590031,-1.2836024804824402,1.5260049692268243,1.4394675574966593
3,1.425869,-1.296674241585825,1.5347232287347257,1.5471852164299997
3,1.397726,-1.3099392875155662,1.5491310044060054,1.7220710191084736
3,1.350823,-1.2978805916130376,1.5472682822939336,1.7691708126629
3,1.430559,-1.2985711048975437,1.5522378973680593,1.8652068282038203
3,1.407107,-1.3055067105352924,1.5538539381215826,1.949464112275337
3,1.346132,-1.328502421452044,1.6472640082520986,1.9884424073099827
3,1.378965,-1.3112216136371475,1.750007744891671,1.9768851356993709
3,1.500914,-1.282215373824767,1.8460982846871683,1.9750107402650727
3,1.538437,-1.2820197193179317,1.9485771374616963,1.9806677495049236
3,1.608792,-1.2904623567712235,1.970055430200485,1.8375875208314745
3,1.923046,-1.2279166648496753,1.9941909094228598,1.3779276478368103
3,2.166945,-1.1454757006342389,2.0375520008434465,1.0549038764934675

0.0,0.0,-2.7301439512596835,0.5357063324674097,2.343093086745037
